Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Ride distance,Driver Rating,Customer Rating
5/25/2024,14:19,CNR6865994703,Success,CUST5256,Prime Plus,Wadala,Andheri,12.03,14.98,0,,1.35,3,3.7
5/1/2024,4:22,CNR6526601778,Incomplete,CUST9767,Auto,Chunabhatti,Khar,,,0,,,,
5/30/2024,15:19,CNR9620935604,Success,CUST7121,Prime Plus,Dahisar,Parel,10.25,9.44,0,,10.33,4.7,4.5
5/14/2024,7:10,CNR8069476645,Success,CUST7199,Prime Plus,Ghatkopar,Juhu,7.57,5.58,0,,14.95,4.3,3.2
5/13/2024,7:33,CNR8235474949,Success,CUST5664,eBike,Fort,Nariman Point,7.17,23.39,0,,29.8,3.1,4.5
5/25/2024,13:12,CNR4665677395,Success,CUST3988,Prime Plus,Matunga,Kurla,7.1,20.09,0,,27.63,4.9,4.2
5/20/2024,19:28,CNR7969674420,Success,CUST4076,Prime Sedan,Bandra,Mulund,12.24,10.02,0,,17.36,3.7,4.3
5/2/2024,17:01,CNR5734228580,Success,CUST5410,Prime Plus,Dongri,Jogeshwari,4.49,23.36,0,,3.95,4,3.4
5/23/2024,7:05,CNR1647181551,Success,CUST9086,Prime Plus,Thane,Dahisar,2.47,8.5,0,,26.14,3.6,4.9
5/10/2024,15:23,CNR4399143287,Success,CUST6410,Auto,Girgaon,Mulund,7.68,16.6,0,,15.98,4.5,3.6
5/2/2024,12:04,CNR7627958969,Success,CUST3975,Prime Plus,Ghatkopar,CST,13.62,23.93,0,,26.88,3.8,4.6
5/26/2024,3:49,CNR4069538076,Success,CUST7304,Prime SUV,Jogeshwari,Grant Road,8.47,9.09,0,,18.14,3.4,3.7
5/23/2024,1:12,CNR4311402472,Cancelled by Driver,CUST9538,eBike,Chembur,Kamathipura,,,0,,,,
5/12/2024,9:59,CNR2387545832,Success,CUST1691,eBike,Parel,Mazgaon,2.93,6.38,0,,28.28,4,3.8
5/4/2024,15:40,CNR2283392443,Cancelled by Driver,CUST6905,Auto,Trombay,Chembur,,,0,,,,
5/30/2024,7:40,CNR7159677390,Cancelled by Driver,CUST1246,Prime Plus,Lower Parel,Seepz,,,0,,,,
5/4/2024,7:00,CNR5161114352,Success,CUST8786,eBike,Tardeo,Mulund,11.02,20.42,0,,19.98,3.3,4.8
5/12/2024,2:15,CNR5972277002,Success,CUST2497,eBike,Versova,Thane,5.67,13.5,0,,2.09,3.3,4.5
5/29/2024,20:03,CNR5551699520,Success,CUST3521,eBike,Nariman Point,Kandivali,7.42,15.45,0,,2.58,4.9,3.5
5/4/2024,7:20,CNR8544958420,Success,CUST8187,eBike,Vile Parle,Bandra,5.95,9.61,0,,1.04,4.5,4.9
5/22/2024,11:46,CNR5873637580,Success,CUST1646,Mini,Dongri,Jogeshwari,10.62,19.84,0,,25.6,3.8,3.6
5/18/2024,17:44,CNR3104929112,Success,CUST4057,Bike,Bhandup,Sion,11.26,21.34,0,,6.27,3.7,4.8
5/23/2024,8:55,CNR3381646593,Cancelled by Driver,CUST2128,Bike,Mulund,Jogeshwari,,,0,,,,
5/10/2024,8:34,CNR6871704354,Success,CUST1011,Prime SUV,Vikhroli,Kings Circle,11.81,12.86,0,,18.13,4.3,3.2
5/12/2024,5:56,CNR9670335754,Success,CUST6965,Prime SUV,Versova,Grant Road,11.22,8.35,0,,23.64,4.2,4.9
5/11/2024,2:42,CNR8812759121,Success,CUST4110,Bike,Antop Hill,Khar,5.45,17.03,0,,9.6,4.4,4.5
5/24/2024,4:39,CNR6510997463,Success,CUST7714,eBike,Sion,Kurla,8.68,15.18,0,,11.71,4.9,4.7
5/4/2024,21:04,CNR5027818352,Cancelled by Driver,CUST3926,Prime SUV,Borivali,Vile Parle,,,0,,,,
5/4/2024,6:06,CNR9726588217,Cancelled by Driver,CUST7366,eBike,Khar,Mazgaon,,,0,,,,
5/19/2024,18:16,CNR5505788456,Success,CUST4616,Bike,Dongri,Goregaon,13.97,18.89,0,,22.14,4.7,3.5
5/1/2024,6:41,CNR5638379165,Cancelled by Driver,CUST1994,Prime Sedan,Parel,Fort,,,0,,,,
5/30/2024,13:52,CNR4042699946,Success,CUST5355,Bike,Borivali,Elphinstone,6.49,11.71,0,,29.38,4.7,4.4
5/3/2024,9:04,CNR5057041081,Cancelled by Driver,CUST9511,Auto,Kandivali,Elphinstone,,,0,,,,
5/8/2024,12:12,CNR3821263164,Success,CUST3931,Bike,Fort,Parel,14.31,14.93,0,,12.04,3.3,4.6
5/13/2024,3:49,CNR8152161448,Cancelled by Driver,CUST2705,Prime Plus,Santacruz,Parel,,,0,,,,
5/12/2024,10:42,CNR6891490448,Success,CUST8054,Prime SUV,Elphinstone,Sion,2.33,21.78,0,,1.33,4.4,4.9
5/19/2024,18:34,CNR6213781637,Success,CUST5162,Prime Sedan,Jogeshwari,Churchgate,5.05,19.1,0,,24.7,4.1,4.9
5/1/2024,1:18,CNR3558781873,Success,CUST9480,Prime Plus,Wadala,Andheri,8.56,19.37,0,,26.02,3.4,4.6
5/10/2024,7:13,CNR8970258559,Success,CUST1355,Prime SUV,Chunabhatti,Lower Parel,7.16,7.63,0,,26.09,3.3,3.6
5/29/2024,16:35,CNR3455054143,Success,CUST2544,Auto,Kalbadevi,Bhandup,13.33,18.45,0,,24.1,3.5,4.2
5/5/2024,8:23,CNR2073127233,Success,CUST5198,Prime SUV,Wadala,Juhu,12.83,23.12,0,,1.35,4.3,3.1
5/18/2024,18:58,CNR9921512797,Success,CUST6319,Prime SUV,Kamathipura,Santacruz,5.74,11.14,0,,11.24,4.2,3.7
5/16/2024,22:44,CNR4898351305,Cancelled by Driver,CUST5921,Auto,Elphinstone,Sandhurst Road,,,0,,,,
5/12/2024,1:58,CNR8605964047,Success,CUST6700,Prime SUV,Byculla,Dahisar,2.89,20.68,0,,9.29,3.9,4.4
5/29/2024,3:55,CNR4308800114,Success,CUST1187,eBike,Vikhroli,CST,2.74,12.48,0,,28.39,4.3,4.3
5/2/2024,16:02,CNR3426282426,Cancelled by Customer,CUST6354,Bike,Chunabhatti,Colaba,,,1,Driver asked to cancel,,,
5/2/2024,23:25,CNR9465553402,Success,CUST9269,Auto,Colaba,Byculla,7.44,20.02,0,,3.94,3.6,3.6
5/9/2024,12:09,CNR5862714930,Success,CUST2352,Mini,Sandhurst Road,Fort,14.74,6.35,0,,16.04,3.4,4.9
5/2/2024,12:16,CNR5660378755,Success,CUST9221,Mini,Chunabhatti,Malad,7.25,19.76,0,,21.43,3.8,3.7
5/24/2024,15:35,CNR6145836928,Success,CUST7476,eBike,Sandhurst Road,Vile Parle,5.44,9.11,0,,15.01,3.5,3.6
5/18/2024,23:33,CNR2057617830,Cancelled by Customer,CUST2173,Prime Sedan,Byculla,Sion,,,1,Wrong Address,,,
5/3/2024,21:26,CNR7114060331,Success,CUST6706,Prime Plus,Sion,Bhandup,9.85,6.54,0,,3.19,4.9,3.6
5/19/2024,0:49,CNR2309186996,Success,CUST6729,Bike,Jogeshwari,Versova,9.79,17.47,0,,19.81,3.5,3
5/5/2024,1:59,CNR4514021643,Success,CUST4271,eBike,Charni Road,Mulund,5.26,18.52,0,,21.49,4.2,3.6
5/24/2024,2:07,CNR4176478919,Success,CUST4982,Bike,Mulund,Matunga,9.77,22.32,0,,28.46,3.2,3.3
5/1/2024,22:51,CNR5772902637,Success,CUST8373,Mini,Bandra,Thane,11.57,22.66,0,,6.88,4.2,4.4
5/7/2024,17:13,CNR5373945362,Cancelled by Customer,CUST9631,Auto,Ghatkopar,Powai,,,1,Driver is not moving towards pickup location,,,
5/9/2024,22:39,CNR2165144965,Success,CUST8617,eBike,Andheri,Goregaon,2.2,16.66,0,,8.34,3.9,4.9
5/12/2024,8:42,CNR8130076816,Success,CUST2767,Auto,Matunga,Worli,12.92,8.77,0,,20.5,5,3.2
5/12/2024,12:32,CNR6649840375,Success,CUST9709,Auto,Santacruz,Vile Parle,7.64,6.85,0,,22.7,4.8,3.9
5/16/2024,14:35,CNR1092292243,Success,CUST5053,Bike,Wadala,Thane,7.65,19.47,0,,1.26,4.2,4.2
5/16/2024,23:10,CNR5373875401,Cancelled by Customer,CUST6765,Prime Sedan,Vikhroli,Wadala,,,1,Driver asked to cancel,,,
5/31/2024,16:17,CNR4487053308,Success,CUST5221,Mini,Bandra,Parel,11.28,6.83,0,,6.78,4.8,4.5
5/30/2024,7:09,CNR1589530134,Success,CUST7262,Bike,Antop Hill,Versova,5.23,9.29,0,,8.85,3.5,3.1
5/27/2024,21:14,CNR2792433036,Success,CUST3502,Mini,Wadala,Tardeo,11.53,17.13,0,,20.51,3.2,4.9
5/11/2024,17:08,CNR4436425084,Cancelled by Driver,CUST3262,Prime Sedan,Chunabhatti,Dongri,,,0,,,,
5/28/2024,4:27,CNR4938966574,Cancelled by Driver,CUST6201,Auto,Parel,Nariman Point,,,0,,,,
5/30/2024,3:11,CNR4778016973,Cancelled by Driver,CUST1483,Prime SUV,Sion,Dahisar,,,0,,,,
5/30/2024,9:28,CNR8466111803,Success,CUST3489,Prime SUV,Vile Parle,Kandivali,9.08,9.01,0,,18.89,4.5,4.5
5/4/2024,0:48,CNR7944732371,Success,CUST4783,Bike,Colaba,Antop Hill,2.89,12.42,0,,27.7,4.2,4.1
5/2/2024,2:44,CNR8644295537,Success,CUST3196,Bike,Tardeo,Kamathipura,6.79,22.91,0,,20.33,4.6,3.9
5/23/2024,11:11,CNR8954835349,Cancelled by Customer,CUST9051,Mini,Malad,Powai,,,1,Driver asked to cancel,,,
5/7/2024,13:48,CNR5161029102,Success,CUST5421,Mini,Colaba,Fort,11.17,13.55,0,,13.83,4.3,4.9
5/21/2024,6:48,CNR1878587567,Success,CUST3901,Mini,Versova,Khar,12.72,10.85,0,,13.87,3,3.6
5/22/2024,14:56,CNR6354895816,Success,CUST7633,Prime SUV,Borivali,Tardeo,2.73,14.82,0,,27.89,3.2,4.5
5/23/2024,12:46,CNR6638851791,Success,CUST9784,Bike,Worli,Dongri,10.52,10.2,0,,5.63,3.3,3.1
5/25/2024,16:06,CNR7234615717,Success,CUST1694,Prime Plus,Mazgaon,Nariman Point,10.63,22.63,0,,24.61,4.4,3.2
5/12/2024,23:02,CNR7690274631,Success,CUST9456,Prime SUV,Vikhroli,Dadar,6.03,10,0,,15.94,4.1,3.7
5/6/2024,14:25,CNR9093425963,Success,CUST5684,Mini,Powai,Byculla,12.77,20.79,0,,9.93,4.8,4.9
5/9/2024,1:44,CNR5905881794,Success,CUST8400,Auto,Elphinstone,Kings Circle,6.61,15.11,0,,28.29,4.8,3.2
5/4/2024,18:57,CNR5876105046,Success,CUST7775,Prime Sedan,Jogeshwari,Bandra,9.19,15.06,0,,6.62,4.7,4.4
5/5/2024,18:57,CNR2952849519,Cancelled by Driver,CUST5097,Prime Sedan,Chunabhatti,Worli,,,0,,,,
5/28/2024,5:45,CNR4149337748,Cancelled by Driver,CUST2494,Auto,Dongri,Jogeshwari,,,0,,,,
5/19/2024,2:33,CNR8332707996,Cancelled by Driver,CUST9383,Bike,Powai,CST,,,0,,,,
5/18/2024,1:49,CNR4705150091,Success,CUST3656,Prime SUV,Mulund,Santacruz,9.94,8.21,0,,20.54,3.4,4.4
5/24/2024,1:26,CNR6618084394,Success,CUST8311,Prime Sedan,Vikhroli,Santacruz,3.53,8.31,0,,1.06,4.4,4.5
5/4/2024,4:12,CNR9605108260,Success,CUST5146,Auto,Kalbadevi,Khar,4.1,6.67,0,,1.55,3.3,4.8
5/26/2024,17:51,CNR9614632998,Success,CUST9084,Prime Plus,Chembur,Seepz,6.61,7.11,0,,7.45,4,4.2
5/21/2024,14:26,CNR2897840239,Success,CUST1107,Prime Plus,Parel,Lower Parel,2.75,12.82,0,,7.79,3.4,4.9
5/19/2024,17:52,CNR4544432520,Success,CUST1801,Prime Plus,Mulund,Dadar,9.24,13.32,0,,13.44,4.1,4.4
5/20/2024,1:09,CNR4667168880,Cancelled by Driver,CUST5889,Prime Sedan,Juhu,Dadar,,,0,,,,
5/4/2024,5:10,CNR8181574001,Success,CUST3906,Mini,Fort,Seepz,8.5,13.24,0,,26.25,4.3,4.1
5/11/2024,1:05,CNR8595701134,Success,CUST6289,Prime Sedan,CST,Goregaon,9.87,7.34,0,,10.78,3.3,4.4
5/24/2024,17:04,CNR6552674231,Success,CUST3204,Auto,Chunabhatti,Lower Parel,7.09,22.91,0,,6.93,4,3.8
5/11/2024,13:33,CNR1249900899,Success,CUST9666,Auto,Kamathipura,Elphinstone,12.31,6.38,0,,14.75,4.1,4.3
5/22/2024,22:18,CNR8936231850,Cancelled by Customer,CUST5254,Bike,Sandhurst Road,Versova,,,1,Change of plans,,,
5/29/2024,19:36,CNR7432749100,Success,CUST3947,Bike,Colaba,Dongri,2.13,19.47,0,,16.53,4.7,4.6
5/9/2024,6:00,CNR1507695800,Cancelled by Driver,CUST8616,eBike,Kurla,Fort,,,0,,,,
5/26/2024,19:26,CNR2778293161,Success,CUST6468,Prime Sedan,Parel,Vikhroli,6.34,20.83,0,,14.09,3.4,4.7
5/7/2024,20:12,CNR8258568023,Incomplete,CUST5168,Prime SUV,Goregaon,Wadala,,,0,,,,
5/10/2024,17:20,CNR4294379963,Success,CUST2865,eBike,Thane,Churchgate,2.98,12.76,0,,24.3,4.8,3.4
5/23/2024,19:01,CNR4573596487,Success,CUST4178,Prime Sedan,Thane,Antop Hill,13.41,12.79,0,,16.71,4.9,3.1
5/16/2024,15:51,CNR9742656117,Cancelled by Customer,CUST3224,Mini,Mulund,Vikhroli,,,1,Change of plans,,,
5/28/2024,17:57,CNR6734252303,Success,CUST7782,eBike,Dadar,Mazgaon,6.88,21.08,0,,13.57,5,4.1
5/10/2024,23:43,CNR3301610601,Success,CUST4412,Bike,Antop Hill,Thane,4.86,12.01,0,,11.8,3.1,3.7
5/25/2024,11:04,CNR5164457378,Success,CUST5595,Prime SUV,Bandra,Thane,11.4,18.13,0,,21.55,3,3.4
5/31/2024,20:34,CNR4618105265,Cancelled by Customer,CUST7382,Prime Plus,Tardeo,Kurla,,,1,AC is Not working,,,
5/23/2024,10:45,CNR5430809445,Success,CUST7780,Auto,Khar,Grant Road,2.07,21.09,0,,23.41,4.1,3.1
5/12/2024,9:13,CNR7550256427,Cancelled by Driver,CUST3867,Auto,Charni Road,Borivali,,,0,,,,
5/25/2024,2:28,CNR3173230664,Success,CUST8907,Bike,Mulund,Vile Parle,12.17,20.03,0,,24.29,4,3.3
5/11/2024,15:46,CNR2405905813,Cancelled by Customer,CUST2609,Prime SUV,Mazgaon,Antop Hill,,,1,Driver asked to cancel,,,
5/7/2024,1:29,CNR1497511785,Cancelled by Customer,CUST6095,Auto,Antop Hill,Tardeo,,,1,Driver is not moving towards pickup location,,,
5/11/2024,1:06,CNR2342094845,Cancelled by Driver,CUST6114,eBike,Chembur,Sion,,,0,,,,
5/6/2024,9:17,CNR7581074488,Success,CUST8227,eBike,Kurla,Lower Parel,4.53,22.81,0,,22.75,4.8,4.5
5/5/2024,8:07,CNR3207873733,Success,CUST4384,Bike,Bhandup,Parel,10.5,22.78,0,,17.79,4.3,3.3
5/11/2024,4:45,CNR8748133196,Success,CUST5011,Prime Plus,Goregaon,Wadala,11.31,10.42,0,,6.87,3.6,3.5
5/19/2024,10:34,CNR2905452099,Success,CUST3131,Auto,Kamathipura,Antop Hill,7.52,23.16,0,,15.7,3.4,3.2
5/2/2024,12:03,CNR5664848084,Cancelled by Driver,CUST7421,Prime Plus,Dongri,Tardeo,,,0,,,,
5/28/2024,20:53,CNR6822362090,Success,CUST6444,Prime SUV,Vile Parle,Dongri,12.68,18.19,0,,24.09,3.5,4.4
5/24/2024,17:05,CNR1566056427,Success,CUST8672,Auto,Kalbadevi,Wadala,14.21,17.73,0,,10.41,3.5,3.4
5/22/2024,22:49,CNR7293830307,Cancelled by Driver,CUST4796,Prime Plus,Mulund,Versova,,,0,,,,
5/9/2024,11:25,CNR6689805567,Success,CUST8987,Auto,Goregaon,Kamathipura,9.74,10.29,0,,20.2,4.6,4.6
5/4/2024,15:29,CNR4632538452,Cancelled by Driver,CUST5624,Prime SUV,Bhandup,Tardeo,,,0,,,,
5/18/2024,16:06,CNR5754448479,Success,CUST2162,Prime SUV,Wadala,Nariman Point,3.15,18.98,0,,11.68,3.9,3.1
5/15/2024,18:26,CNR7366750668,Success,CUST2082,Prime Sedan,Chembur,Chunabhatti,2.44,22.58,0,,8.06,4.1,3.1
5/19/2024,13:36,CNR8676510043,Cancelled by Customer,CUST9921,eBike,Grant Road,Santacruz,,,1,Driver is not moving towards pickup location,,,
5/23/2024,22:36,CNR8888773421,Success,CUST2873,Bike,Tardeo,Kalbadevi,13.67,22.76,0,,10.43,4.8,5
5/11/2024,3:52,CNR2912189154,Cancelled by Driver,CUST6046,Mini,Goregaon,Tardeo,,,0,,,,
5/4/2024,19:49,CNR8816263800,Cancelled by Driver,CUST6364,Mini,Worli,Trombay,,,0,,,,
5/2/2024,6:52,CNR4478233603,Success,CUST3403,eBike,Mulund,Jogeshwari,9.5,6.35,0,,3.75,5,3.7
5/17/2024,12:39,CNR7777163837,Cancelled by Driver,CUST4205,Prime Plus,Antop Hill,Sion,,,0,,,,
5/10/2024,21:19,CNR9317962158,Cancelled by Driver,CUST6640,Auto,Seepz,Andheri,,,0,,,,
5/19/2024,16:25,CNR4640572126,Cancelled by Driver,CUST5819,Auto,Charni Road,Parel,,,0,,,,
5/30/2024,0:45,CNR9498435585,Success,CUST2797,Prime SUV,Matunga,Bandra,5.14,5.81,0,,12.92,3.3,3
5/8/2024,22:37,CNR6939036170,Success,CUST7251,Mini,Nariman Point,Chembur,12.19,16.32,0,,10.07,4.3,3.5
5/21/2024,15:08,CNR9265587451,Success,CUST7835,Prime Plus,Matunga,Trombay,11.94,17.47,0,,23.11,3.1,4.7
5/4/2024,0:04,CNR3784810609,Success,CUST3359,eBike,Khar,Trombay,9.32,17.49,0,,26.07,4.2,4.2
5/14/2024,4:05,CNR8756460189,Success,CUST8471,Prime SUV,Chunabhatti,Tardeo,11.84,13.85,0,,21.51,3.8,3.5
5/29/2024,19:11,CNR8817147252,Success,CUST7303,Prime Sedan,Colaba,Santacruz,14.07,23.58,0,,10.92,4.1,3.4
5/13/2024,0:36,CNR4139249064,Success,CUST9220,Prime Sedan,Dahisar,Nariman Point,14.75,17.99,0,,24.33,4.4,4.2
5/18/2024,1:02,CNR7735151139,Success,CUST7038,Auto,Seepz,Kamathipura,7.91,18.5,0,,20.65,3.7,4.9
5/30/2024,2:09,CNR6495068652,Success,CUST9469,Auto,Mazgaon,Versova,8.5,18.82,0,,21.22,4.3,3.6
5/3/2024,15:40,CNR9925293862,Success,CUST9834,Prime SUV,Seepz,Wadala,10.27,16.99,0,,6.2,4.4,3.9
5/19/2024,10:34,CNR4343748592,Cancelled by Customer,CUST8681,Mini,Kings Circle,Kamathipura,,,1,Wrong Address,,,
5/23/2024,13:22,CNR8723309920,Cancelled by Driver,CUST5738,Prime Plus,Borivali,Chunabhatti,,,0,,,,
5/29/2024,23:19,CNR7716067319,Success,CUST2006,eBike,Kamathipura,Seepz,2.25,20.58,0,,18.68,4.4,4.7
5/5/2024,1:42,CNR9548551869,Cancelled by Driver,CUST1447,Prime Sedan,Khar,Juhu,,,0,,,,
5/4/2024,2:54,CNR8661202977,Success,CUST5129,Prime Plus,Versova,Lower Parel,8.97,14.77,0,,12.65,3.3,4.1
5/9/2024,8:00,CNR4184414029,Success,CUST3860,Bike,Fort,Mulund,13.98,16.66,0,,18.19,3.7,3.1
5/21/2024,11:51,CNR6048301832,Success,CUST4869,Mini,Santacruz,Mazgaon,7.5,6.69,0,,18.6,4.8,4.8
5/26/2024,10:05,CNR5154717862,Cancelled by Customer,CUST3525,Prime SUV,Khar,Girgaon,,,1,Change of plans,,,
5/24/2024,7:42,CNR3738362362,Success,CUST4454,Bike,Elphinstone,Bhandup,13.22,22.72,0,,6.7,4.5,3.6
5/2/2024,8:48,CNR4519858899,Cancelled by Driver,CUST1860,Prime Plus,Kalbadevi,Churchgate,,,0,,,,
5/15/2024,15:47,CNR6298534979,Success,CUST7390,Mini,Ghatkopar,Mulund,2.39,22.95,0,,19.06,4.9,3.9
5/17/2024,13:00,CNR8719383556,Cancelled by Driver,CUST7258,eBike,Sion,Mazgaon,,,0,,,,
5/22/2024,1:06,CNR8032683189,Success,CUST8074,Bike,Worli,Lower Parel,6.36,6.34,0,,29.28,4.6,4.7
5/11/2024,8:51,CNR5717062885,Success,CUST7408,Mini,Antop Hill,Fort,3.11,12.71,0,,3.06,3.4,3.5
5/8/2024,21:37,CNR4309260670,Success,CUST9518,Prime Sedan,Antop Hill,Chunabhatti,5.49,7.02,0,,5.86,3.3,4.9
5/31/2024,10:35,CNR9635366717,Cancelled by Driver,CUST1138,Prime SUV,Goregaon,Andheri,,,0,,,,
5/13/2024,16:06,CNR8239165449,Success,CUST6759,Prime Plus,Elphinstone,Matunga,7.72,10.57,0,,24.15,3.7,3.6
5/9/2024,1:01,CNR3660290823,Success,CUST1931,Bike,Trombay,Chembur,3.69,10.13,0,,11.3,4.3,3.1
5/30/2024,20:07,CNR1515297776,Success,CUST3128,Mini,Trombay,Girgaon,12.52,7.94,0,,10.94,4.7,3.3
5/28/2024,18:51,CNR5153944226,Success,CUST2816,eBike,Santacruz,Ghatkopar,8.3,11.05,0,,17.34,4.6,3.3
5/9/2024,21:59,CNR9915124505,Success,CUST8429,Prime Sedan,Byculla,Chunabhatti,8.57,7.88,0,,19.1,3.5,4
5/28/2024,10:16,CNR5612782269,Success,CUST2022,Mini,CST,Thane,7.97,11.13,0,,24.85,3.1,3.8
5/31/2024,8:52,CNR2136726892,Success,CUST8218,Auto,Khar,Vile Parle,11.43,16.49,0,,20.35,4.6,4.7
5/19/2024,5:41,CNR3113370001,Success,CUST3357,Bike,Byculla,Chembur,8.99,21.8,0,,29.69,4.8,3.7
5/19/2024,3:58,CNR2112380464,Success,CUST1571,Auto,Goregaon,Sandhurst Road,8.36,19.83,0,,15.28,4,4.7
5/23/2024,14:01,CNR9145458689,Success,CUST3438,eBike,Vikhroli,Andheri,13.18,13.14,0,,10.52,3.9,4.5
5/30/2024,21:24,CNR2144335983,Success,CUST6403,Mini,Sandhurst Road,Andheri,4.55,24.03,0,,6.09,4.1,4.2
5/16/2024,15:30,CNR7167820709,Success,CUST2148,Bike,Colaba,Andheri,10.38,9.6,0,,17.03,3.7,4.3
5/12/2024,22:52,CNR8644311151,Success,CUST2985,Bike,Nariman Point,Bhandup,9.42,8.71,0,,9.08,3.4,3.4
5/11/2024,9:25,CNR9826993893,Cancelled by Driver,CUST2485,Prime Sedan,Nariman Point,Thane,,,0,,,,
5/3/2024,14:48,CNR8587094479,Success,CUST4327,Prime Plus,Parel,Borivali,14.05,24.4,0,,17.57,3.3,3.7
5/30/2024,21:12,CNR8253523668,Cancelled by Driver,CUST8970,Auto,Vikhroli,Jogeshwari,,,0,,,,
5/23/2024,4:02,CNR1829326917,Success,CUST4907,Mini,CST,Goregaon,3.13,16.14,0,,25.51,4.6,3.4
5/25/2024,20:19,CNR8781527616,Cancelled by Customer,CUST1268,Auto,Thane,Dadar,,,1,Change of plans,,,
5/25/2024,1:25,CNR1507609787,Success,CUST9570,Mini,Antop Hill,Nariman Point,4.84,22.48,0,,8.24,3.5,3
5/5/2024,18:14,CNR4972053670,Incomplete,CUST1604,eBike,Mulund,Khar,,,0,,,,
5/20/2024,15:58,CNR1196716790,Cancelled by Driver,CUST3138,Auto,Santacruz,Vikhroli,,,0,,,,
5/2/2024,9:52,CNR4408903107,Cancelled by Customer,CUST8474,Bike,Powai,Seepz,,,1,Driver is not moving towards pickup location,,,
5/25/2024,3:07,CNR1947351792,Cancelled by Driver,CUST4320,Mini,Thane,Fort,,,0,,,,
5/21/2024,10:07,CNR5884792606,Success,CUST4493,Prime SUV,Borivali,Seepz,7.96,12.02,0,,3.72,4,4.8
5/5/2024,2:07,CNR2176363031,Success,CUST7801,Prime Plus,Chunabhatti,Charni Road,5.79,9.15,0,,7.91,4.8,3.9
5/18/2024,14:15,CNR1174800445,Success,CUST2637,Prime SUV,Vikhroli,Versova,11.89,8.09,0,,15.13,3.9,4.2
5/12/2024,5:01,CNR9072936225,Success,CUST2322,Auto,Andheri,Santacruz,12,12.96,0,,25,3.3,3.1
5/29/2024,22:41,CNR6513585010,Success,CUST8798,eBike,Malad,Chembur,6.43,15.21,0,,18.84,4.8,4
5/5/2024,8:33,CNR7229502736,Success,CUST4919,Prime Plus,Versova,Chunabhatti,2.65,5.7,0,,16.98,3.9,4.7
5/2/2024,5:45,CNR5081499111,Success,CUST5934,Prime Sedan,Dahisar,Andheri,2.32,13.98,0,,7.89,3.1,4.4
5/18/2024,6:07,CNR5195287460,Success,CUST6929,Prime SUV,Girgaon,Nariman Point,9.91,10.62,0,,6.03,3.8,4.6
5/16/2024,14:49,CNR6188787377,Success,CUST1869,Prime Plus,Kurla,Mulund,11.76,7.51,0,,23.41,3.5,4.4
5/22/2024,15:31,CNR1757305041,Success,CUST1706,Auto,Worli,Charni Road,14.08,12.75,0,,2.92,3,4.7
5/9/2024,13:16,CNR8552304952,Success,CUST1709,Auto,Fort,Dadar,12.08,9.69,0,,11.01,3.1,4.9
5/29/2024,5:10,CNR4373662535,Cancelled by Customer,CUST8947,Bike,Kurla,Goregaon,,,1,Driver asked to cancel,,,
5/23/2024,18:37,CNR6695007725,Success,CUST4256,eBike,Antop Hill,Sion,5.45,17.23,0,,20.68,3.6,4.7
5/8/2024,3:20,CNR1978316519,Success,CUST4884,eBike,Dahisar,Vile Parle,13.5,19.78,0,,9.05,3.6,4.9
5/12/2024,7:04,CNR3080515301,Success,CUST8141,Prime Plus,Chembur,Versova,11.31,19.12,0,,19.06,5,3.6
5/15/2024,12:23,CNR5880820657,Success,CUST4181,eBike,Bhandup,Lower Parel,3.03,13.86,0,,8.57,3.7,4.7
5/6/2024,4:02,CNR5551169498,Success,CUST3236,Auto,Kalbadevi,Dahisar,4.41,12.45,0,,27.93,3.1,3.2
5/5/2024,10:14,CNR9102064850,Success,CUST3568,Prime SUV,Vikhroli,Versova,9.74,8.01,0,,29.07,3.9,4
5/28/2024,18:35,CNR4672214312,Success,CUST2416,Mini,Mazgaon,Khar,8.12,18.24,0,,22.78,4.5,4.2
5/26/2024,6:37,CNR7282518886,Incomplete,CUST1237,eBike,Byculla,Fort,,,0,,,,
5/27/2024,7:20,CNR5064122912,Cancelled by Driver,CUST1083,Mini,Borivali,Kamathipura,,,0,,,,
5/23/2024,16:02,CNR6988559484,Cancelled by Driver,CUST2605,Mini,Khar,Grant Road,,,0,,,,
5/3/2024,0:44,CNR8437965451,Success,CUST4571,Prime Plus,Bhandup,Matunga,2.09,9.25,0,,20.24,3.8,3.8
5/8/2024,2:01,CNR2309263254,Incomplete,CUST8524,Prime SUV,Sandhurst Road,Fort,,,0,,,,
5/18/2024,14:29,CNR4315006135,Incomplete,CUST7641,Prime Plus,Charni Road,Vikhroli,,,0,,,,
5/15/2024,20:00,CNR5598615444,Incomplete,CUST6454,Bike,Borivali,Matunga,,,0,,,,
5/13/2024,8:44,CNR4412260278,Success,CUST2326,Bike,Thane,Fort,10.98,10.43,0,,6.53,3.4,3.7
5/30/2024,16:58,CNR8192579713,Success,CUST1844,Auto,CST,Charni Road,12.8,7.4,0,,22.31,4.1,3.6
5/15/2024,1:23,CNR2573817755,Success,CUST2097,Bike,Dongri,Chembur,5.9,16.92,0,,13.58,3.3,3.2
5/5/2024,10:15,CNR3317709657,Success,CUST8839,eBike,Girgaon,Seepz,13.73,11.88,0,,22.26,4.3,4.9
